Text,Date,Compound,Positive,Negative,Neutral,Tweets Ago
A Turkish educator in Mongolia was briefly abducted in part of an apparent campaign against allies of an exiled cle… https://t.co/hAIW2PjrBU,Sun Jul 29 11:56:06 +0000 2018,-0.511,0.0,0.852,0.148,32
How do you take your phone on vacation without it ruining your trip? https://t.co/OKwpeQeV3q,Sun Jul 29 11:41:49 +0000 2018,0.188,0.118,0.882,0.0,33
"“It wasn’t ‘I’m racist and I want to glorify slavery,’” one Civil War re-enactor said. “Nobody really thought a lot… https://t.co/cb5sGI9I69",Sun Jul 29 11:25:02 +0000 2018,-0.599,0.179,0.538,0.283,34
Twitter Made Everything a Joke https://t.co/RzPj5Ot54k,Sun Jul 29 11:08:59 +0000 2018,0.296,0.355,0.645,0.0,35
"RT @NYTStyles: Horse girls may be perceived as privileged, prissy or weird, all for their pursuit of a wholesome hobby. At Breyerfest, they…",Sun Jul 29 10:57:10 +0000 2018,0.296,0.118,0.813,0.069,36
"When police in India arrested 17 men accused of assaulting an 11-year-old girl, there was a wave of public fury. Th… https://t.co/csbutgP2AG",Sun Jul 29 10:40:03 +0000 2018,-0.906,0.0,0.58,0.42,37
Field Notes: And Nobody Noticed It Was a Fake Cake https://t.co/ksGwVaEXT4,Sun Jul 29 10:23:42 +0000 2018,-0.477,0.0,0.744,0.256,38
China built a $50 million space mission control station in Argentina. It's a striking symbol of its  push to transf… https://t.co/IAtblI36as,Sun Jul 29 10:10:03 +0000 2018,0.0,0.0,1.0,0.0,39
Michael Rapaport has long been known for speaking his mind ... and stirring controversy along the way. But now he’s… https://t.co/ngy8RNpkab,Sun Jul 29 09:50:58 +0000 2018,0.0,0.0,1.0,0.0,40
The Ethicist: Should I Forgo Gay Sex to Donate Blood? https://t.co/iOlpWtRHqR,Sat Jul 28 23:08:49 +0000 2018,0.0,0.0,1.0,0.0,41
"A woman and 2 of her great-grandchildren died in the Carr Fire, the family said. https://t.co/Ssu7B2E6gA",Sat Jul 28 22:53:01 +0000 2018,-0.718,0.0,0.667,0.333,42
"RT @nytopinion: ""My voice evoked rage and disgust from my peers,"" writes @guybranum. ""I kept it hidden and tried to fit into a role that di…",Sat Jul 28 22:43:05 +0000 2018,-0.718,0.078,0.688,0.234,43
"Woman and Two of Her Great-Grandchildren Die in Carr Fire, Family Says https://t.co/J5hlULtruX",Sat Jul 28 22:34:02 +0000 2018,-0.743,0.0,0.636,0.364,44
"Corner Office: Dan Schulman of PayPal on Guns, Cash and Getting Punched https://t.co/h9ZVetXBRF",Sat Jul 28 22:31:40 +0000 2018,0.0,0.0,1.0,0.0,45
"RT @nytimesbooks: Sean Spicer details his many regrets in a new book, and interviewers on his publicity tour are grilling him https://t.co/…",Sat Jul 28 22:20:03 +0000 2018,-0.361,0.0,0.889,0.111,46
"RT @NYTNational: The bus station in McAllen, Tex., has become America's new Ellis Island. See it for yourself here https://t.co/W99S63AZDG…",Sat Jul 28 22:02:02 +0000 2018,0.0,0.0,1.0,0.0,47
Encounters: Tituss Burgess Gets Schooled on David Bowie https://t.co/6bpN1vh6hS,Sat Jul 28 21:56:11 +0000 2018,0.0,0.0,1.0,0.0,48
"RT @nytimesmusic: Santigold has taken on a 21st-century agenda: autonomy, eccentricity, fun, sensuality, iconoclasm and critiques of power,…",Sat Jul 28 21:52:03 +0000 2018,0.511,0.171,0.829,0.0,49
The Ethicist: Should a man forgo gay sex so he can donate blood? https://t.co/LHYhIqSrDx,Sat Jul 28 21:42:05 +0000 2018,0.0,0.0,1.0,0.0,50
"Truck drivers have tended to be older white men. Now there's a driver shortage, so companies are trying to recruit… https://t.co/PezK8CAEpl",Sat Jul 28 21:22:05 +0000 2018,-0.25,0.0,0.905,0.095,51
"“They spit when I walked in the street,” she said, describing reactions when she wore a Star of David https://t.co/fQXX7ErMF2",Sat Jul 28 21:12:03 +0000 2018,0.0,0.0,1.0,0.0,52
"RT @NYTScience: The lunar eclipse on Friday captivated people around the world, but in ancient times a moon tinged deep red was the last th…",Sat Jul 28 21:02:02 +0000 2018,0.202,0.073,0.927,0.0,53
"Pope Francis accepted the resignation of Cardinal Theodore McCarrick, a former U.S. archbishop who is at the center… https://t.co/5Cg1xpsoII",Sat Jul 28 20:52:05 +0000 2018,-0.026,0.103,0.788,0.108,54
"""Until I was 35, the most significant relationship I’d had as an adult was with an iguana.

It wasn’t easy to meet… https://t.co/e41fsOnk9y",Sat Jul 28 20:42:04 +0000 2018,0.612,0.2,0.8,0.0,55
RT @nytimesworld: “There has been an abdication” of leadership by the United States in Latin America. And China has stepped in with a far-r…,Sat Jul 28 20:32:05 +0000 2018,0.422,0.113,0.887,0.0,56
"In @nytopinion,

Op-Ed columnist @FrankBruni writes: ""There are problems with impeaching Donald Trump. A big one is… https://t.co/wshwJu50dV",Sat Jul 28 20:22:06 +0000 2018,-0.402,0.0,0.856,0.144,57
"RT @migold: This is a story about 2 transgender people who joined OkCupid and expected nothing. 

Now they're married. https://t.co/TUG3K1s…",Sat Jul 28 20:13:33 +0000 2018,0.0,0.0,1.0,0.0,58
"He pulled off what looked like an unprecedented move on a surfboard. Soon after, the royalty of surfing, skateboard… https://t.co/RaYcXeUCD5",Sat Jul 28 20:12:01 +0000 2018,0.361,0.122,0.878,0.0,59
"With Goop, Gwyneth Paltrow just wanted you to have what she had: the $795 G. Label trench coat and the $1,505 Beton… https://t.co/LEQAv7UtO4",Sat Jul 28 20:02:06 +0000 2018,0.0,0.0,1.0,0.0,60
Phys Ed: Exercise Makes the Aging Heart More Youthful https://t.co/q2UnB04RwK,Sat Jul 28 08:50:07 +0000 2018,0.38,0.224,0.776,0.0,61
"She was Salvador Dalí's wife, muse, model and publicist. But as a new exhibition in Barcelona shows, there was so m… https://t.co/MNEGzPChMO",Sat Jul 28 08:46:00 +0000 2018,0.0,0.0,1.0,0.0,62
How did Dr. Seuss come up with the Lorax? https://t.co/BEX2JAnf0b,Sat Jul 28 08:27:36 +0000 2018,0.0,0.0,1.0,0.0,63
"A soccer ball hit his head. He thought he was fine. Then thinking, talking, reading and writing became difficult. D… https://t.co/J1pWcta3F3",Sat Jul 28 08:08:46 +0000 2018,-0.178,0.081,0.807,0.112,64
New Zealand accused Australia this week of copying its national flag. Take the quiz and see if you can identify the… https://t.co/Kve5So31ix,Sat Jul 28 07:50:09 +0000 2018,-0.296,0.0,0.905,0.095,65
"RT @nytimesworld: France has a painful history of anti-Semitism. But in recent months, an impassioned and complicated debate has burst into…",Sat Jul 28 07:32:03 +0000 2018,-0.238,0.0,0.907,0.093,66
The $3 billion plan to turn Hoover Dam into a giant battery https://t.co/1xTlBJY2eA,Sat Jul 28 07:05:23 +0000 2018,0.0,0.0,1.0,0.0,67
Woman Gets Five-Year Prison Sentence on Charges of Abducting Her Children https://t.co/xxFeQ2VrA2,Sat Jul 28 06:46:49 +0000 2018,-0.625,0.083,0.573,0.344,68
"""The approaches by Truman and Trump are representative of a larger truth: If you want to know what a president beli… https://t.co/PoEWV0mqiI",Sat Jul 28 06:44:09 +0000 2018,0.382,0.167,0.833,0.0,69
"Over four years, thousands of victims in the United States lost ""hundreds of millions"" of dollars to a fake IRS pho… https://t.co/9OzFzblhUx",Sat Jul 28 06:26:13 +0000 2018,-0.599,0.102,0.618,0.28,70
How one great song can totally transform a love scene https://t.co/c5kQ6I6Qrj,Sat Jul 28 06:08:10 +0000 2018,0.862,0.517,0.483,0.0,71
Paleontologists once thought these dinosaurs did not reach East Asia. They were wrong. https://t.co/FlwWeCE0Pa,Sat Jul 28 05:50:28 +0000 2018,-0.49,0.0,0.742,0.258,72
"RT @nytopinion: Around 400 World War II veterans are dying a day, meaning that sometime within this generation, all will be deceased. When…",Sat Jul 28 05:32:03 +0000 2018,-0.599,0.0,0.843,0.157,73
Trump has long wielded Twitter as a weapon. Now the special counsel is investigating his tweets as part of a broad… https://t.co/1gO09Tc5Pu,Sat Jul 28 05:02:24 +0000 2018,0.128,0.118,0.786,0.096,74
"For many women, particularly those involved in cycling, the ""podium girls"" routine at the Tour de France seems out… https://t.co/jggVkNdkLQ",Sat Jul 28 04:44:39 +0000 2018,0.0,0.0,1.0,0.0,75
Five Are Dead in Killings Tied to Texas Nursing Home Shooting https://t.co/DRGiVB1PZL,Sat Jul 28 04:26:40 +0000 2018,-0.869,0.0,0.532,0.468,76
"RT @nytimesvows: Joseph Schneier and Allie Brashears, a transgender couple from New York, found love after posting profiles on @okcupid, th…",Sat Jul 28 04:21:05 +0000 2018,0.637,0.181,0.819,0.0,77
Not sure what to do in NYC this weekend? We’ve got you. https://t.co/EGig8KW6yh,Sat Jul 28 03:58:06 +0000 2018,-0.241,0.0,0.859,0.141,78
The Fix: Landscaping for the Not-So-Green Thumb https://t.co/IjBRx1VYcZ,Sat Jul 28 03:40:23 +0000 2018,0.0,0.0,1.0,0.0,79
"In the midst of an affordable housing crisis, Ben Carson has privately told aides that he views the shortage as reg… https://t.co/v6LdsrKgPx",Sat Jul 28 03:32:04 +0000 2018,-0.727,0.0,0.766,0.234,80
Morning Briefing: Here's what you need to know to start your day https://t.co/YsZwlbY2sB https://t.co/KeJ7F1JKCR,Fri Jul 27 10:12:02 +0000 2018,0.0,0.0,1.0,0.0,81
"Ken Kurson, a Kushner ally, was poised to get a seat on the board of the National Endowment for the Humanities. The… https://t.co/GghejSAjea",Fri Jul 27 09:45:05 +0000 2018,0.25,0.091,0.909,0.0,82
"RT @nytimesworld: New Zealand has granted victims of domestic violence paid leave from work, in a move that activists say will give people…",Fri Jul 27 09:28:04 +0000 2018,-0.681,0.072,0.652,0.275,83
"In recent weeks, hundreds of Syrian families have suddenly learned that their missing relatives have been registere… https://t.co/5M6bNUcNlB",Fri Jul 27 09:14:05 +0000 2018,-0.296,0.0,0.885,0.115,84
"The Carr Fire, a rapidly expanding wildfire in Northern California, surged into parts of the city of Redding late T… https://t.co/1guI9zby2d",Fri Jul 27 09:00:11 +0000 2018,-0.34,0.0,0.888,0.112,85
"RT @nytimesworld: In gripping open letters, more than a dozen Chinese women have come forward with accusations of sexual assault and harass…",Fri Jul 27 08:44:04 +0000 2018,-0.727,0.0,0.757,0.243,86
Robert Mueller is scrutinizing President Trump's tweets and negative statements about Jeff Sessions and James Comey… https://t.co/DrLHpX94Bv,Fri Jul 27 08:31:05 +0000 2018,-0.572,0.0,0.812,0.188,87
RT @nytimesworld: The leader of the United Nations says it is suffering a severe cash shortage and has appealed to all members to pay their…,Fri Jul 27 08:13:02 +0000 2018,-0.649,0.091,0.615,0.294,88
"In Opinion

Eva Wiseman writes, ""Is 'Love Island' reality television, or is 'Love Island' now shaping reality itsel… https://t.co/E4PIgW1fec",Fri Jul 27 08:02:01 +0000 2018,0.856,0.331,0.669,0.0,89
Paleontologists once thought these dinosaurs did not reach East Asia. They were wrong. https://t.co/fUYhYPJxe1,Fri Jul 27 07:47:01 +0000 2018,-0.49,0.0,0.742,0.258,90
"Australia's quolls, marsupials the size of squirrels, were eating themselves to death. Saving them would require a… https://t.co/b4VRgpeOxy",Fri Jul 27 07:32:04 +0000 2018,-0.599,0.0,0.813,0.187,91
RT @nytimesworld: The manager of Ethiopia's ambitious $4 billion dam on the Nile was found dead in his vehicle on Thursday. He had a gunsho…,Fri Jul 27 07:17:04 +0000 2018,-0.296,0.105,0.748,0.146,92
"Why did the dam fail, when did officials know it was failing, and why were some villagers not warned? The deadly fl… https://t.co/eLB4kaoMYu",Fri Jul 27 07:03:06 +0000 2018,-0.717,0.063,0.699,0.238,93
RT @JackEwingNYT: U.S. and Europe step back from the brink but how long will the truce last? https://t.co/1ZK6ZubwCv,Fri Jul 27 06:32:05 +0000 2018,0.0,0.0,1.0,0.0,94
Germans Are Getting on Twitter. Is That a Good Thing? https://t.co/CzbCYxuwv9,Fri Jul 27 06:14:08 +0000 2018,0.44,0.244,0.756,0.0,95
"For the first time, scientists have found a large, watery lake beneath an ice cap on Mars https://t.co/xnsDEwE05e",Fri Jul 27 06:06:36 +0000 2018,0.0,0.0,1.0,0.0,96
Nutrition scientists have long debated the best diet for optimal health. But now some experts believe that it’s not… https://t.co/0RGGz5Q6ns,Fri Jul 27 05:49:00 +0000 2018,0.519,0.195,0.805,0.0,97
"RT @NYTHealth: Recovery from an opioid addiction takes, on average, eight years and four or five tries, according to John Kelly, a research…",Fri Jul 27 05:32:04 +0000 2018,0.0,0.0,1.0,0.0,98
"""Our father’s girlfriend made us a life-changing offer: She wants to pay off our loans"" https://t.co/9LIr9yPcYS",Fri Jul 27 05:16:42 +0000 2018,-0.103,0.0,0.909,0.091,99
"With Goop, Gwyneth Paltrow just wanted you to have what she had: the $795 G. Label trench coat and the $1,505 Beton… https://t.co/QUzCzdpBXC",Fri Jul 27 04:59:01 +0000 2018,0.0,0.0,1.0,0.0,100
